TX	38.0	510.0	413-9055	0.0	0.0	0.0	149.0	92.0	25.33	49.2	78.0	4.18	163.3	93.0	7.35	13.9	375.4	11.0	3.75	40.61	0.10817794352690464	0.0	0	cluster_3
FL	108.0	510.0	365-1688	0.0	0.0	0.0	210.7	112.0	35.82	238.7	73.0	20.29	253.6	90.0	11.41	9.2	712.2	5.0	2.48	70.0	0.09828699803426004	3.0	0	cluster_1
ID	138.0	415.0	339-7485	1.0	1.0	17.0	225.2	116.0	38.28	173.4	88.0	14.74	145.8	99.0	6.56	11.7	556.1000000000001	4.0	3.16	62.74000000000001	0.11282143499370616	0.0	0	cluster_0
FL	64.0	408.0	410-7108	0.0	1.0	31.0	228.6	88.0	38.86	248.5	109.0	21.12	167.1	124.0	7.52	9.0	653.2	1.0	2.43	69.93	0.10705756276791183	3.0	0	cluster_4
MO	196.0	415.0	393-2373	0.0	0.0	0.0	234.0	109.0	39.78	249.5	114.0	21.21	173.1	70.0	7.79	9.1	665.7	5.0	2.46	71.24	0.10701517199939911	2.0	0	cluster_5
OK	189.0	415.0	383-2537	0.0	0.0	0.0	208.3	106.0	35.41	236.7	123.0	20.12	179.1	120.0	8.06	11.3	635.4	5.0	3.05	66.64	0.10487881649354738	3.0	0	cluster_5
AR	33.0	415.0	411-8956	1.0	0.0	0.0	164.0	99.0	27.88	153.1	102.0	13.01	123.8	104.0	5.57	6.4	447.3	4.0	1.73	48.19	0.10773530069304717	0.0	0	cluster_0
MT	94.0	510.0	352-5815	0.0	0.0	0.0	163.5	136.0	27.8	143.7	111.0	12.21	253.4	82.0	11.4	12.6	573.2	5.0	3.4	54.81	0.09562107466852757	1.0	0	cluster_3
ND	71.0	510.0	373-8483	0.0	0.0	0.0	238.0	82.0	40.46	278.5	94.0	23.67	193.1	134.0	8.69	11.8	721.4	10.0	3.19	76.00999999999998	0.10536456889381755	0.0	1	cluster_6
IL	70.0	408.0	382-6827	0.0	0.0	0.0	208.7	97.0	35.48	275.5	83.0	23.42	182.5	122.0	8.21	8.0	674.7	3.0	2.16	69.27	0.10266785237883502	2.0	0	cluster_1
VA	118.0	415.0	392-3315	0.0	0.0	0.0	154.6	112.0	26.28	184.2	105.0	15.66	217.4	102.0	9.78	12.6	568.8	5.0	3.4	55.12	0.09690576652601969	2.0	0	cluster_3
NC	125.0	408.0	412-7020	0.0	0.0	0.0	212.3	89.0	36.09	215.4	127.0	18.31	186.8	73.0	8.41	11.3	625.8	2.0	3.05	65.86	0.10524129114733143	2.0	0	cluster_5
NE	105.0	415.0	397-7500	0.0	1.0	27.0	141.2	96.0	24.0	167.7	94.0	14.25	274.4	101.0	12.35	11.4	594.6999999999998	2.0	3.08	53.68	0.09026399865478395	1.0	0	cluster_2
NM	81.0	415.0	402-9304	0.0	0.0	0.0	173.2	80.0	29.44	236.2	94.0	20.08	240.2	84.0	10.81	11.8	661.3999999999999	6.0	3.19	63.52	0.09603870577562748	2.0	0	cluster_1
MT	106.0	510.0	392-6420	0.0	0.0	0.0	169.4	107.0	28.8	197.2	71.0	16.76	202.2	79.0	9.1	10.7	579.5	4.0	2.89	57.55	0.0993097497842968	1.0	0	cluster_1
AK	117.0	415.0	337-8078	0.0	0.0	0.0	181.5	95.0	30.86	205.1	88.0	17.43	204.0	82.0	9.18	14.7	605.3000000000002	9.0	3.97	61.44	0.10150338675037168	2.0	0	cluster_1
MO	101.0	415.0	394-1211	0.0	1.0	29.0	121.1	116.0	20.59	186.4	100.0	15.84	241.7	75.0	10.88	10.1	559.3000000000002	6.0	2.73	50.04	0.08946897908099406	0.0	0	cluster_2
MD	133.0	510.0	373-7974	0.0	0.0	0.0	295.0	141.0	50.15	223.6	101.0	19.01	229.4	109.0	10.32	12.9	760.9	4.0	3.48	82.96	0.10902878170587461	2.0	1	cluster_6
UT	116.0	415.0	380-2929	0.0	1.0	24.0	232.9	90.0	39.59	152.1	94.0	12.93	344.3	82.0	15.49	10.7	740.0	6.0	2.89	70.9	0.09581081081081082	1.0	0	cluster_4
AL	61.0	415.0	399-4094	0.0	1.0	20.0	254.4	133.0	43.25	161.7	96.0	13.74	251.4	91.0	11.31	10.5	678.0	4.0	2.84	71.14	0.10492625368731563	0.0	0	cluster_4
TN	63.0	415.0	374-6217	0.0	0.0	0.0	164.5	75.0	27.97	147.9	118.0	12.57	252.7	97.0	11.37	11.2	576.3	2.0	3.02	54.93	0.09531494013534618	0.0	0	cluster_1
RI	131.0	415.0	360-1776	0.0	0.0	0.0	112.8	133.0	19.18	199.4	116.0	16.95	142.7	105.0	6.42	10.1	465.0	5.0	2.73	45.28	0.09737634408602151	0.0	0	cluster_3
NY	150.0	415.0	421-6268	0.0	1.0	35.0	139.6	72.0	23.73	332.8	170.0	28.29	213.8	105.0	9.62	8.8	695.0	2.0	2.38	64.02	0.09211510791366906	2.0	0	cluster_4
UT	96.0	408.0	410-4023	0.0	1.0	26.0	145.8	108.0	24.79	192.2	89.0	16.34	165.1	96.0	7.43	9.9	513.0	2.0	2.67	51.23	0.0998635477582846	1.0	0	cluster_2
LA	117.0	408.0	335-4719	0.0	0.0	0.0	184.5	97.0	31.37	351.6	80.0	29.89	215.8	90.0	9.71	8.7	760.6000000000001	4.0	2.35	73.32	0.09639758085721796	1.0	0	cluster_1
NY	21.0	415.0	335-2274	0.0	0.0	0.0	244.7	81.0	41.6	168.0	117.0	14.28	281.5	87.0	12.67	6.6	700.8000000000002	1.0	1.78	70.33	0.10035673515981733	1.0	0	cluster_1
NV	81.0	415.0	395-5783	0.0	0.0	0.0	145.4	132.0	24.72	129.3	91.0	10.99	186.4	109.0	8.39	5.2	466.3	4.0	1.4	45.5	0.09757666738151405	1.0	0	cluster_3
VT	101.0	415.0	407-2292	0.0	0.0	0.0	153.8	89.0	26.15	234.0	89.0	19.89	196.3	77.0	8.83	11.6	595.7	2.0	3.13	58.0	0.09736444519053214	4.0	0	cluster_1
ID	73.0	510.0	394-4512	0.0	1.0	28.0	198.2	107.0	33.69	139.1	123.0	11.82	199.1	139.0	8.96	8.8	545.1999999999998	1.0	2.38	56.85	0.10427366104181955	2.0	0	cluster_2
WV	112.0	415.0	380-5286	0.0	0.0	0.0	261.4	108.0	44.44	154.5	102.0	13.13	130.9	90.0	5.89	11.6	558.4	2.0	3.13	66.59	0.11925143266475646	1.0	0	cluster_5
UT	49.0	415.0	394-4520	0.0	0.0	0.0	266.3	90.0	45.27	207.8	117.0	17.66	205.0	98.0	9.23	14.0	693.1	2.0	3.78	75.94000000000003	0.10956571923243402	2.0	1	cluster_6
IL	179.0	408.0	415-5132	0.0	0.0	0.0	234.5	134.0	39.87	164.2	94.0	13.96	191.4	72.0	8.61	6.1	596.2	4.0	1.65	64.09	0.10749748406574974	1.0	0	cluster_5
GA	120.0	408.0	409-6753	0.0	0.0	0.0	98.2	99.0	16.69	186.7	85.0	15.87	146.7	96.0	6.6	9.3	440.9	4.0	2.51	41.67	0.09451122703560899	2.0	0	cluster_3
NJ	122.0	415.0	327-9341	0.0	1.0	34.0	146.4	104.0	24.89	89.7	103.0	7.62	220.0	91.0	9.9	15.6	471.7000000000001	4.0	4.21	46.62	0.09883400466398132	2.0	0	cluster_2
FL	90.0	415.0	353-5257	0.0	1.0	24.0	71.2	82.0	12.1	181.6	103.0	15.44	186.9	111.0	8.41	12.9	452.6	1.0	3.48	39.43	0.08711886875828545	1.0	0	cluster_2
WA	40.0	415.0	352-8305	0.0	1.0	41.0	148.1	74.0	25.18	169.5	88.0	14.41	214.1	102.0	9.63	6.2	537.9000000000002	5.0	1.67	50.89000000000001	0.09460866332031974	2.0	0	cluster_2
WY	64.0	415.0	385-1985	0.0	0.0	0.0	206.2	76.0	35.05	232.4	76.0	19.75	251.6	96.0	11.32	13.6	703.8000000000002	2.0	3.67	69.79	0.09916169366297242	1.0	0	cluster_1
AL	82.0	408.0	406-8037	0.0	0.0	0.0	154.0	107.0	26.18	94.4	114.0	8.02	287.6	95.0	12.94	10.1	546.1	7.0	2.73	49.87	0.09132027101263504	1.0	0	cluster_3
TN	74.0	415.0	400-4344	0.0	1.0	25.0	234.4	113.0	39.85	265.9	82.0	22.6	241.4	77.0	10.86	13.7	755.4	4.0	3.7	77.01	0.10194598888006355	0.0	0	cluster_4
KY	21.0	415.0	412-1991	0.0	0.0	0.0	92.6	95.0	15.74	161.9	70.0	13.76	285.0	78.0	12.83	11.3	550.8	3.0	3.05	45.38	0.08238925199709514	5.0	1	cluster_3
SD	93.0	510.0	408-4836	0.0	0.0	0.0	328.1	106.0	55.78	151.7	89.0	12.89	303.5	114.0	13.66	8.7	792.0	3.0	2.35	84.67999999999998	0.10691919191919189	1.0	1	cluster_6
OH	133.0	408.0	380-4374	0.0	0.0	0.0	117.8	100.0	20.03	199.2	105.0	16.93	244.1	119.0	10.98	11.8	572.9	4.0	3.19	51.13	0.08924768720544599	0.0	1	cluster_3
IN	110.0	415.0	364-9059	0.0	0.0	0.0	151.8	106.0	25.81	138.0	126.0	11.73	233.5	112.0	10.51	11.2	534.5	8.0	3.02	51.07	0.09554724041159962	3.0	0	cluster_3
NM	118.0	510.0	395-4509	0.0	0.0	0.0	205.2	115.0	34.88	184.8	137.0	15.71	176.1	115.0	7.92	7.0	573.1	6.0	1.89	60.40000000000001	0.10539172919211309	0.0	0	cluster_5
WY	146.0	408.0	348-3581	0.0	0.0	0.0	109.0	69.0	18.53	265.8	98.0	22.59	228.3	80.0	10.27	12.6	615.7	2.0	3.4	54.79	0.08898814357641707	1.0	0	cluster_1
ND	90.0	415.0	329-8638	0.0	1.0	22.0	124.5	94.0	21.17	231.7	90.0	19.69	222.2	108.0	10.0	6.4	584.8	12.0	1.73	52.59	0.08992818057455541	1.0	0	cluster_2
NV	69.0	415.0	387-2698	0.0	0.0	0.0	153.7	109.0	26.13	194.0	105.0	16.49	256.1	114.0	11.52	14.1	617.9	6.0	3.81	57.95	0.0937854021686357	1.0	0	cluster_1
WV	124.0	415.0	344-1970	0.0	0.0	0.0	312.0	112.0	53.04	180.0	109.0	15.3	168.6	94.0	7.59	12.8	673.4	4.0	3.46	79.39	0.11789426789426789	1.0	1	cluster_6
NJ	138.0	510.0	400-5751	0.0	0.0	0.0	220.2	89.0	37.43	88.3	125.0	7.51	195.3	79.0	8.79	12.9	516.7	5.0	3.48	57.21	0.11072188891039288	0.0	0	cluster_5
CT	125.0	415.0	409-7523	1.0	0.0	0.0	187.3	118.0	31.84	160.7	111.0	13.66	263.8	112.0	11.87	9.6	621.4	2.0	2.59	59.96	0.09649179272610235	0.0	1	cluster_0
AL	118.0	510.0	391-8027	1.0	0.0	0.0	223.4	98.0	37.98	220.6	101.0	18.75	203.9	118.0	9.18	6.3	654.1999999999998	6.0	1.7	67.61	0.10334760012228679	0.0	0	cluster_0
OK	35.0	510.0	350-2340	0.0	1.0	37.0	181.2	76.0	30.8	177.6	98.0	15.1	228.0	136.0	10.26	5.0	591.8	3.0	1.35	57.51	0.09717810070969923	2.0	0	cluster_2
MT	63.0	415.0	356-7817	0.0	1.0	33.0	184.2	111.0	31.31	312.6	89.0	26.57	264.0	55.0	11.88	12.2	773.0	4.0	3.29	73.05	0.0945019404915912	1.0	0	cluster_4
WA	136.0	408.0	403-5575	0.0	0.0	0.0	152.6	97.0	25.94	208.9	85.0	17.76	119.1	99.0	5.36	5.0	485.6	10.0	1.35	50.41	0.10380971993410212	1.0	0	cluster_5
DC	180.0	415.0	370-4139	0.0	1.0	33.0	231.8	78.0	39.41	232.9	79.0	19.8	206.9	121.0	9.31	7.6	679.2	4.0	2.05	70.57	0.10390164899882212	1.0	0	cluster_4
DE	106.0	415.0	419-3167	0.0	0.0	0.0	128.6	83.0	21.86	134.0	114.0	11.39	210.6	113.0	9.48	11.4	484.6	2.0	3.08	45.81	0.09453157243087082	0.0	0	cluster_3
AR	109.0	510.0	378-4294	0.0	0.0	0.0	153.1	102.0	26.03	234.1	77.0	19.9	329.2	74.0	14.81	9.9	726.3	9.0	2.67	63.41	0.08730552113451742	3.0	0	cluster_1
MD	18.0	408.0	347-7898	0.0	0.0	0.0	273.6	93.0	46.51	114.6	116.0	9.74	250.6	120.0	11.28	8.2	647.0000000000001	4.0	2.21	69.74	0.10778979907264294	1.0	0	cluster_5
OK	88.0	408.0	338-8050	0.0	0.0	0.0	65.4	97.0	11.12	168.2	76.0	14.3	236.0	113.0	10.62	13.8	483.4	1.0	3.73	39.77	0.08227141083988417	2.0	0	cluster_3
